tile_SMWP_1,0,416,32,0,32,32,0,1,1,4294967295
tile_SMWP_1,32,416,32,0,32,32,0,1,1,4294967295
tile_SMWP_1,64,416,32,0,32,32,0,1,1,4294967295
tile_SMWP_1,96,416,32,0,32,32,0,1,1,4294967295
tile_SMWP_1,128,416,32,0,32,32,0,1,1,4294967295
tile_SMWP_1,160,416,32,0,32,32,0,1,1,4294967295
tile_SMWP_1,192,416,32,0,32,32,0,1,1,4294967295
tile_SMWP_1,224,416,32,0,32,32,0,1,1,4294967295
tile_SMWP_1,256,416,32,0,32,32,0,1,1,4294967295
tile_SMWP_1,288,416,32,0,32,32,0,1,1,4294967295
tile_SMWP_1,320,416,32,0,32,32,0,1,1,4294967295
tile_SMWP_1,352,416,32,0,32,32,0,1,1,4294967295
tile_SMWP_1,384,416,32,0,32,32,0,1,1,4294967295
tile_SMWP_1,416,416,32,0,32,32,0,1,1,4294967295
tile_SMWP_1,448,416,32,0,32,32,0,1,1,4294967295
tile_SMWP_1,480,416,32,0,32,32,0,1,1,4294967295
tile_SMWP_1,512,416,32,0,32,32,0,1,1,4294967295
tile_SMWP_1,544,416,32,0,32,32,0,1,1,4294967295
tile_SMWP_1,576,416,32,0,32,32,0,1,1,4294967295
tile_SMWP_1,0,448,32,32,32,32,0,1,1,4294967295
tile_SMWP_1,32,448,32,32,32,32,0,1,1,4294967295
tile_SMWP_1,64,448,32,32,32,32,0,1,1,4294967295
tile_SMWP_1,96,448,32,32,32,32,0,1,1,4294967295
tile_SMWP_1,128,448,32,32,32,32,0,1,1,4294967295
tile_SMWP_1,160,448,32,32,32,32,0,1,1,4294967295
tile_SMWP_1,192,448,32,32,32,32,0,1,1,4294967295
tile_SMWP_1,224,448,32,32,32,32,0,1,1,4294967295
tile_SMWP_1,256,448,32,32,32,32,0,1,1,4294967295
tile_SMWP_1,288,448,32,32,32,32,0,1,1,4294967295
tile_SMWP_1,320,448,32,32,32,32,0,1,1,4294967295
tile_SMWP_1,352,448,32,32,32,32,0,1,1,4294967295
tile_SMWP_1,384,448,32,32,32,32,0,1,1,4294967295
tile_SMWP_1,416,448,32,32,32,32,0,1,1,4294967295
tile_SMWP_1,448,448,32,32,32,32,0,1,1,4294967295
tile_SMWP_1,480,448,32,32,32,32,0,1,1,4294967295
tile_SMWP_1,512,448,32,32,32,32,0,1,1,4294967295
tile_SMWP_1,544,448,32,32,32,32,0,1,1,4294967295
tile_SMWP_1,576,448,32,32,32,32,0,1,1,4294967295
tile_SMWP_1,608,416,64,0,32,32,0,1,1,4294967295
tile_SMWP_1,608,448,64,32,32,32,0,1,1,4294967295
